연도,계약명,수행용역
2023,서대문 북아현동 877번지,수질오염 총량제
2023,서대문 북아현동 877번지,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,서대문 북아현동 877번지,교육환경
2023,서울 목동 L,소음예측
2023,서울 목동 L,녹색건축 인증
2023,서울 목동 L,건축물 에너지효율등급
2023,서울 목동 L,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,서울 목동 L,건축물 등의 범죄예방기준
2023,서울 목동 L,수질오염 총량제
2023,서울 목동 L,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,수서역세권,에너지절약계획서
2023,수서역세권,녹색건축 인증
2023,수서역세권,건축물 에너지효율등급
2023,수서역세권,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,화성동탄2 A76-2,기술제안
2023,청파제1 역,소음예측
2023,청파제1 역,소음실측
2023,청파제1 역,에너지절약계획서
2023,청파제1 역,녹색건축 인증
2023,청파제1 역,건축물 에너지효율등급
2023,청파제1 역,ZEB
2023,청파제1 역,교육환경
2023,청파제1 역,"일조, 조망"
2023,청파제1 역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,청파제1 역,"빛공해, 현휘, 조도 시뮬레이션"
2023,청파제1 역,"청정건강기준, 공동주택 성능등급"
2023,청파제1 역,결로
2023,청파제1 역,범죄예방환경설계 (CPTED) 시설인증
2023,청파제1 역,Barrier Free
2023,청파제1 역,수질오염 총량제
2023,청파제1 역,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,청파제1 역,사전재해 영향성검토
2023,청파제1 역,지자체 가이드라인
2023,청파제1 역,지능형건축물 예비인증
2023,청파제1 역,지능형건축물 본인증
2023,의왕 고천나 역,에너지절약계획서
2023,의왕 고천나 역,건축물 에너지효율등급
2023,의왕 고천나 역,"일조, 조망"
2023,의왕 고천나 역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,하남 C,에너지절약계획서
2023,하남 C,녹색건축 인증
2023,하남 C,에너지 사용계획
2023,하남 C,"LEED, BREEAM, GSAS"
2023,숙등 뭐든지 공유,건축물 에너지효율등급
2023,안산 화국가산단 데이터,에너지절약계획서
2023,안산 화국가산단 데이터,녹색건축 인증
2023,안산 화국가산단 데이터,"LEED, BREEAM, GSAS"
2023,S&P G,"LEED, BREEAM, GSAS"
2023,원주 IDC,에너지 사용계획
2023,돈의문2 도 정비형 재,ZEB
2023,돈의문2 도 정비형 재,교육환경
2023,돈의문2 도 정비형 재,Barrier Free
2023,돈의문2 도 정비형 재,사전재해 영향성검토
2023,부산 진구 부전동 드림,에너지절약계획서
2023,부산 진구 부전동 드림,녹색건축 인증
2023,부산 진구 부전동 드림,건축물 에너지효율등급
2023,부산 진구 부전동 드림,건축물 등의 범죄예방기준
2023,이촌한가람,소음예측
2023,이촌한가람,소음실측
2023,이촌한가람,에너지절약계획서
2023,이촌한가람,녹색건축 인증
2023,이촌한가람,건축물 에너지효율등급
2023,이촌한가람,교육환경
2023,이촌한가람,"일조, 조망"
2023,이촌한가람,"청정건강기준, 공동주택 성능등급"
2023,이촌한가람,결로
2023,이촌한가람,장수명 주택인증
2023,이촌한가람,건축물 등의 범죄예방기준
2023,이촌한가람,수질오염 총량제
2023,이촌한가람,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,평택 갈곶지 엘지로 지역,결로
2023,정릉골 역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,서울 동대문 전농동60-22번지 일원 지,소음예측
2023,서울 동대문 전농동60-22번지 일원 지,에너지절약계획서
2023,서울 동대문 전농동60-22번지 일원 지,녹색건축 인증
2023,서울 동대문 전농동60-22번지 일원 지,건축물 에너지효율등급
2023,서울 동대문 전농동60-22번지 일원 지,"일조, 조망"
2023,서울 동대문 전농동60-22번지 일원 지,건축물 등의 범죄예방기준
2023,서울 동대문 전농동60-22번지 일원 지,Barrier Free
2023,서울 동대문 전농동60-22번지 일원 지,수질오염 총량제
2023,서울 동대문 전농동60-22번지 일원 지,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,2022가합539645,"일조, 조망"
2023,수원 고등지 C-3-1 BBL,에너지절약계획서
2023,수원 고등지 C-3-1 BBL,범죄예방환경설계 (CPTED) 시설인증
2023,논현동 복합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,방화3재정비촉진 역_제로,ZEB
2023,방화3재정비촉진 역_어린이공원 장애물없는...,Barrier Free
2023,라펜트힐현장,에너지절약계획서
2023,이문3재정비촉진 역,결로
2023,이문3재정비촉진 역,수질오염 총량제
2023,23년 공조기 외기도입량검사 기타,"에너지 시뮬레이션, 기계설비 성능점검"
2023,전농제8 역,소음예측
2023,전농제8 역,소음실측
2023,전농제8 역,에너지절약계획서
2023,전농제8 역,녹색건축 인증
2023,전농제8 역,건축물 에너지효율등급
2023,전농제8 역,"일조, 조망"
2023,전농제8 역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,전농제8 역,"청정건강기준, 공동주택 성능등급"
2023,전농제8 역,결로
2023,전농제8 역,장수명 주택인증
2023,전농제8 역,건축물 등의 범죄예방기준
2023,전농제8 역,Barrier Free
2023,전농제8 역,수질오염 총량제
2023,전농제8 역,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,전농제8 역,지자체 가이드라인
2023,인천 산곡재원,"일조, 조망"
2023,신반포 13,에너지절약계획서
2023,양양 LF스퀘어씨사이드,에너지 사용계획
2023,마곡동 805,에너지절약계획서
2023,마곡동 805,녹색건축 인증
2023,마곡동 805,건축물 에너지효율등급
2023,마곡동 805,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,서초동,녹색건축 인증
2023,서초동,건축물 에너지효율등급
2023,서 충무동 주상복합,"빛공해, 현휘, 조도 시뮬레이션"
2023,건양대,에너지절약계획서
2023,건양대,에너지 효율등급평가
2023,부곡가 역,소음실측
2023,부곡가 역,에너지절약계획서
2023,부곡가 역,녹색건축 인증
2023,부곡가 역,건축물 에너지효율등급
2023,부곡가 역,교육환경
2023,부곡가 역,"일조, 조망"
2023,부곡가 역,장수명 주택인증
2023,부곡가 역,건축물 등의 범죄예방기준
2023,부곡가 역,수질오염 총량제
2023,부곡가 역,사전재해 영향성검토
2023,동서울 복합,소음예측
2023,동서울 복합,소음실측
2023,동서울 복합,녹색건축 인증
2023,동서울 복합,건축물 에너지효율등급
2023,동서울 복합,ZEB
2023,성수동2가,소음예측
2023,성수동2가,에너지절약계획서
2023,성수동2가,녹색건축 인증
2023,성수동2가,건축물 에너지효율등급
2023,성수동2가,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,덕천동 금락빌딩,에너지절약계획서
2023,거제 하청면 복합,에너지절약계획서
2023,부산 팔콘 DC_,에너지절약계획서
2023,부산 팔콘 DC_,녹색건축 인증
2023,부산 팔콘 DC_,에너지 사용계획
2023,방화3재정비촉진 역,에너지절약계획서
2023,화성비봉지 B-4블럭 공동,건축물에너지소비총량제 (ECO2_OD)
2023,홍은동제5,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,여수 서교동 주상복합,건축물 에너지효율등급
2022,은평뉴타운 노인복지,에너지절약계획서
2022,은평뉴타운 노인복지,녹색건축 인증
2022,은평뉴타운 노인복지,건축물 에너지효율등급
2022,은평뉴타운 노인복지,건축물 등의 범죄예방기준
2022,은평뉴타운 노인복지,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,서부산 SK V1-,건축물 에너지효율등급
2023,서부산 SK V1-,ZEB
2023,서부산 SK V1-,기술제안
2023,양산 동면 석산리 공동,소음예측
2023,경동나비엔 서탄공장 부품동 증축,에너지절약계획서
2023,카카오 캠퍼스,건축물 에너지효율등급
2023,카카오 캠퍼스,지능형건축물 본인증
2023,삼성생명 본관빌딩건축 최우수등급 획득,기술제안
2023,자갈치 수산명소화 2단계,건축물 에너지효율등급
2023,자갈치 수산명소화 2단계,ZEB
2023,자갈치 수산명소화 2단계,Barrier Free
2023,안산 화 MTV C6-1생활숙박 복합,녹색건축 인증
2023,안산 화 MTV C6-1생활숙박 복합,건축물 에너지효율등급
2023,강동세무서 청사,ZEB
2023,롯데푸드㈜ 김천공장 상온가공동 자동화창고 증축,에너지절약계획서
2023,평택 사무3동,"LEED, BREEAM, GSAS"
2023,분당퍼스트,"LEED, BREEAM, GSAS"
2023,부산 에코델타 티 스마트빌리지 기밀성능,CFD
2023,비래동 144-5번지 일원 가로,소음예측
2023,비래동 144-5번지 일원 가로,소음실측
2023,비래동 144-5번지 일원 가로,에너지절약계획서
2023,비래동 144-5번지 일원 가로,녹색건축 인증
2023,비래동 144-5번지 일원 가로,건축물 에너지효율등급
2023,비래동 144-5번지 일원 가로,교육환경
2023,비래동 144-5번지 일원 가로,"일조, 조망"
2023,비래동 144-5번지 일원 가로,건축물 등의 범죄예방기준
2023,비래동 144-5번지 일원 가로,수질오염 총량제
2023,의정부 리듬 티 공동,녹색건축 인증
2023,의정부 리듬 티 공동,건축물 에너지효율등급
2023,의정부 리듬 티 공동,ZEB
2023,의정부 리듬 티 공동,건물기밀성능
2023,코웰메디 제2공장,녹색건축 인증
2023,코웰메디 제2공장,건축물 에너지효율등급
2023,경남 통영 죽림리 주상복합,소음예측
2023,영등포 여의도동,소음예측
2023,영등포 여의도동,에너지절약계획서
2023,영등포 여의도동,녹색건축 인증
2023,영등포 여의도동,건축물 에너지효율등급
2023,영등포 여의도동,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,광주 광산 월계동 주상복합(라펜트힐),녹색건축 인증
2023,광주 광산 월계동 주상복합(라펜트힐),건축물 에너지효율등급
2023,기흥 SDR,소음실측
2023,기흥 SDR,녹색건축 인증
2023,기흥 SDR,건축물 에너지효율등급
2023,부산 동래구 수안동 지역,에너지절약계획서
2023,초량동 649-1일원 주상복합,녹색건축 인증
2023,초량동 649-1일원 주상복합,건축물 에너지효율등급
2023,부천 산곡재원,"일조, 조망"
2023,디지털원 기반 스마트 티 랩,에너지절약계획서
2023,디지털원 기반 스마트 티 랩,건축물 에너지효율등급
2023,디지털원 기반 스마트 티 랩,ZEB
2023,민락매립지 공영주차장 입체화,Barrier Free
2023,울산광역 남구 신정동 638-1번지 공동,소음예측
2023,울산광역 남구 신정동 638-1번지 공동,소음실측
2023,울산광역 남구 신정동 638-1번지 공동,녹색건축 인증
2023,울산광역 남구 신정동 638-1번지 공동,건축물 에너지효율등급
2023,울산광역 남구 신정동 638-1번지 공동,결로
2023,울산광역 남구 신정동 638-1번지 공동,지능형건축물 예비인증
2023,울산광역 남구 신정동 638-1번지 공동,지능형건축물 본인증
2023,SK하이닉스 용인 클러스터 1기,CFD
2023,SK하이닉스 용인 클러스터 1기,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,오동 숲속도서관(책쉼터),Barrier Free
2023,게스트하우스 BF본,Barrier Free
2023,보그워너창녕,"LEED, BREEAM, GSAS"
2023,온수 역세권 활성화,연돌 시뮬레이션
2021,역삼 데이터,에너지절약계획서
2021,역삼 데이터,에너지 사용계획
2021,부산 데이터,에너지절약계획서
2021,부산 데이터,에너지 사용계획
2023,공평 15 16지 도시정비형재,"LEED, BREEAM, GSAS"
2023,전남클라우드 데이터,에너지 사용계획
2023,전남클라우드 데이터,에너지절약계획서
2023,부산 해운대 홈플러스부지,"빛공해, 현휘, 조도 시뮬레이션"
2023,마린 티 복합,"빛공해, 현휘, 조도 시뮬레이션"
2023,명동 역 제1지구 도시정비형 재,"LEED, BREEAM, GSAS"
2023,명동 역 제1지구 도시정비형 재,Barrier Free
2023,서울 강서구 마곡동 마곡도시,소음예측
2023,서울 강서구 마곡동 마곡도시,CFD
2023,와이엠티㈜ 송도 R&D,소음실측
2023,와이엠티㈜ 송도 R&D,녹색건축 인증
2023,와이엠티㈜ 송도 R&D,건축물 에너지효율등급
2023,춘천 약사동 주상복합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,춘천 약사동 주상복합,에너지절약계획서
2023,춘천 약사동 주상복합,건축물 등의 범죄예방기준
2023,춘천 약사동 주상복합,수질오염 총량제
2023,신정4재정비촉진 역,ZEB
2023,신정4재정비촉진 역,"일조, 조망"
2023,순천 복성2지구 도시,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,충북 음성 대소 삼정지 A1-,소음예측
2023,충북 음성 대소 삼정지 A1-,소음실측
2023,스타필드 수원_빛반사,"빛공해, 현휘, 조도 시뮬레이션"
2023,범천 희망더함,에너지절약계획서
2023,범천 희망더함,녹색건축 인증
2023,범천 희망더함,건축물 에너지효율등급
2023,범천 희망더함,결로
2023,범천 희망더함,건축물 등의 범죄예방기준
2023,부산아울렛(에코델타 티,교육환경
2023,목동KT부지 복합 설,에너지 사용계획
2023,거여4,소음예측
2023,거여4,소음실측
2023,거여4,에너지절약계획서
2023,거여4,녹색건축 인증
2023,거여4,건축물 에너지효율등급
2023,거여4,교육환경
2023,거여4,"일조, 조망"
2023,거여4,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,거여4,"청정건강기준, 공동주택 성능등급"
2023,거여4,결로
2023,거여4,건축물 등의 범죄예방기준
2023,거여4,수질오염 총량제
2023,거여4,사전재해 영향성검토
2023,익산 중앙동 주상복합,에너지절약계획서
2023,명동1가 65-2 증축 대수선,에너지절약계획서
2023,TIFFANY HD COEX,"LEED, BREEAM, GSAS"
2023,서면 4,녹색건축 인증
2023,해운대 중동 주상복합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,KBL라이프,"LEED, BREEAM, GSAS"
2023,KG그룹 사옥,"경관, 토탈디자인 좋은빛 심의, 태양광"
2023,종암동 개운산마을지능형건축물,지능형건축물 예비인증
2023,종암동 개운산마을지능형건축물,지능형건축물 본인증
2023,평택 브레인 티 일반산업,교육환경
2023,KG그룹 사옥,에너지절약계획서
2023,종로 돈의문2 재정비촉진지 주상복합,에너지절약계획서
2023,종로 돈의문2 재정비촉진지 주상복합,녹색건축 인증
2023,종로 돈의문2 재정비촉진지 주상복합,건축물 에너지효율등급
2023,종로 돈의문2 재정비촉진지 주상복합,건축물 등의 범죄예방기준
2023,종로 돈의문2 재정비촉진지 주상복합,수질오염 총량제
2023,종로 돈의문2 재정비촉진지 주상복합,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,부개동155의5일원 가로,소음예측
2023,부개동155의5일원 가로,에너지절약계획서
2023,부개동155의5일원 가로,녹색건축 인증
2023,부개동155의5일원 가로,건축물 에너지효율등급
2023,부개동155의5일원 가로,건축물 등의 범죄예방기준
2023,부개동155의5일원 가로,수질오염 총량제
2023,정비창전면 제1,소음예측
2023,정비창전면 제1,소음실측
2023,정비창전면 제1,에너지절약계획서
2023,정비창전면 제1,녹색건축 인증
2023,정비창전면 제1,건축물 에너지효율등급
2023,정비창전면 제1,건축물에너지소비총량제 (ECO2_OD)
2023,정비창전면 제1,교육환경
2023,정비창전면 제1,"일조, 조망"
2023,정비창전면 제1,결로
2023,정비창전면 제1,건축물 등의 범죄예방기준
2023,정비창전면 제1,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2023,정비창전면 제1,지자체 가이드라인
2023,더에셋 LEED E,"LEED, BREEAM, GSAS"
2023,대 범어동 167-13번지 외 근린생활,녹색건축 인증
2023,대 범어동 167-13번지 외 근린생활,건축물 에너지효율등급
2024,성남동3 역 _,소음예측
2024,성남동3 역 _,소음실측
2024,성남동3 역 _,에너지절약계획서
2024,성남동3 역 _,녹색건축 인증
2024,성남동3 역 _,건축물 에너지효율등급
2024,성남동3 역 _,교육환경
2024,성남동3 역 _,"일조, 조망"
2024,성남동3 역 _,"청정건강기준, 공동주택 성능등급"
2024,성남동3 역 _,결로
2024,성남동3 역 _,장수명 주택인증
2024,성남동3 역 _,건축물 등의 범죄예방기준
2024,성남동3 역 _,수질오염 총량제
2023,부평 데이터,에너지절약계획서
2023,부평 데이터,녹색건축 인증
2023,부평 데이터,에너지 사용계획
2023,부평 데이터,"LEED, BREEAM, GSAS"
2023,관급자재(건축물관리 스템( B,BIM/BEMS
2024,덕천동 금락빌딩,녹색건축 인증
2024,덕천동 금락빌딩,건축물 에너지효율등급
2024,롯데바이오로직스 U1-Project,녹색건축 인증
2024,롯데바이오로직스 U1-Project,건축물 에너지효율등급
2024,파주운정 A2-블럭 공동,녹색건축 인증
2024,파주운정 A2-블럭 공동,건축물 에너지효율등급
2023,고덕 국제신도 코트야드 바이 메리어트 호...,녹색건축 인증
2023,고덕 국제신도 코트야드 바이 메리어트 호...,건축물 에너지효율등급
2024,문봉동 IDC,에너지 사용계획
2023,김해 장유여객터미널( 3,에너지절약계획서
2023,Z E,BIM/BEMS
2024,아산 배방 생활숙박 설 중 연돌효과,CFD
2024,부산 마린 티 복합,CFD
2023,안산데이터,에너지절약계획서
2023,안산데이터,에너지 사용계획
2024,LEED 공단계,"LEED, BREEAM, GSAS"
2024,강서 생활밀착형 국민체육,에너지절약계획서
2024,강서 생활밀착형 국민체육,녹색건축 인증
2024,강서 생활밀착형 국민체육,건축물 에너지효율등급
2024,강서 생활밀착형 국민체육,ZEB
2024,강서 생활밀착형 국민체육,Barrier Free
2024,구로 개봉동 170-1일원,CFD
2024,스타필드 청라 복합쇼핑몰 저감형,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2024,2022가합 111203,"일조, 조망"
2024,드론산업 허브,건축물 에너지효율등급
2024,드론산업 허브,ZEB
2024,대전 유성호텔 부지 복합,CFD
2023,EA N,EAN BC EAN HALL
2024,EA N,EAN BC EAN HALL
2024,서초동 1330-11,건축물 에너지효율등급
2024,부산 민락유원지 복합 설,에너지절약계획서
2024,부산 민락유원지 복합 설,녹색건축 인증
2024,부산 민락유원지 복합 설,건축물 에너지효율등급
2024,부산 민락유원지 복합 설,건축물 등의 범죄예방기준
2024,제2정수장 모담2배수지 기술제안,에너지절약계획서
2024,제2정수장 모담2배수지 기술제안,녹색건축 인증
2024,제2정수장 모담2배수지 기술제안,건축물 에너지효율등급
2024,제2정수장 모담2배수지 기술제안,ZEB
2024,화성동탄2 A76-2,소음예측
2024,화성동탄2 A76-2,소음실측
2024,화성동탄2 A76-2,에너지절약계획서
2024,화성동탄2 A76-2,녹색건축 인증
2024,화성동탄2 A76-2,건축물 에너지효율등급
2024,화성동탄2 A76-2,ZEB
2024,화성동탄2 A76-2,"청정건강기준, 공동주택 성능등급"
2024,화성동탄2 A76-2,결로
2024,화성동탄2 A76-2,장수명 주택인증
2024,화성동탄2 A76-2,건축물 등의 범죄예방기준
2024,트윈 티남산,"LEED, BREEAM, GSAS"
2024,한울권 방재,BIM/BEMS
2024,범어주공2차 3차,교육환경
2023,평택 공장 증축_건축,에너지절약계획서
2023,평택 공장 증축_건축,녹색건축 인증
2024,평택 물류,"LEED, BREEAM, GSAS"
2024,부개동155의5일원건축물의 경관심의 외부...,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,가양동5 역_태양광,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,송월주택,소음예측
2024,송월주택,소음실측
2024,송월주택,에너지절약계획서
2024,송월주택,녹색건축 인증
2024,송월주택,건축물 에너지효율등급
2024,송월주택,교육환경
2024,송월주택,"일조, 조망"
2024,송월주택,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,송월주택,"청정건강기준, 공동주택 성능등급"
2024,송월주택,결로
2024,송월주택,건축물 등의 범죄예방기준
2024,송월주택,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2024,평택 물류,에너지절약계획서
2023,온천장 지역,녹색건축 인증
2023,온천장 지역,건축물 에너지효율등급
2024,WIS E,EAN BC EAN HALL
2024,개포주공 1,BIM/BEMS
2024,온천장 지역,지능형건축물 예비인증
2024,온천4 역,에너지절약계획서
2024,온천4 역,"청정건강기준, 공동주택 성능등급"
2024,온천 지 대(추가계약) -,건축물 에너지효율등급
2024,온천 지 대(추가계약) -,ZEB
2024,온천동 봄여름가을겨울,녹색건축 인증
2024,온천동 봄여름가을겨울,건축물 에너지효율등급
2024,Wis e,EAN BC EAN HALL
2024,경영사무 위탁,EAN BC EAN HALL
2024,용인상현4지 소공원 용인도시계획,Barrier Free
2024,대 동인동 1가,연돌 시뮬레이션
2024,평택 기술2동,"LEED, BREEAM, GSAS"
2024,수영 망미동 공동,에너지절약계획서
2024,수영 망미동 공동,건축물 등의 범죄예방기준
2024,2022가합 74590 손해배상(기),"일조, 조망"
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,소음예측
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,에너지절약계획서
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,녹색건축 인증
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,건축물 에너지효율등급
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,교육환경
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,"일조, 조망"
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,"청정건강기준, 공동주택 성능등급"
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,결로
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,건축물 등의 범죄예방기준
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,수질오염 총량제
2024,경기도 하남 덕풍동 역말2지구 (벨리체) 지역,사전재해 영향성검토
2024,서울 신길2 도심 공공,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,의왕 고천동 지식산업,에너지절약계획서
2024,극한소재 실증,에너지절약계획서
2024,극한소재 실증,녹색건축 인증
2024,극한소재 실증,건축물 에너지효율등급
2024,극한소재 실증,ZEB
2024,코리안리 재보험사옥,CFD
2024,신정4재정비촉진 역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,성내3 역 도시정비형 재,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,공항 개선,연구용역
2024,송도 G,녹색건축 인증
2024,송도 G,건축물 에너지효율등급
2024,부산 망미동,CFD
2024,부산 서 대신동 공동,소음예측
2024,부산 서 대신동 공동,에너지절약계획서
2024,부산 서 대신동 공동,녹색건축 인증
2024,부산 서 대신동 공동,건축물 에너지효율등급
2024,부산 서 대신동 공동,"청정건강기준, 공동주택 성능등급"
2024,부산 서 대신동 공동,결로
2024,부산 서 대신동 공동,범죄예방환경설계 (CPTED) 시설인증
2024,부산 서 대신동 공동,지능형건축물 예비인증
2024,부산 서 대신동 공동,지능형건축물 본인증
2024,부산 수안동 우체국,Barrier Free
2024,개금동 444-7번지,에너지절약계획서
2024,광진구,"LEED, BREEAM, GSAS"
2022,사직동 지역,에너지절약계획서
2024,분당 무지개마을 4,교육환경
2024,철산주공89,소음예측
2024,철산주공89,에너지절약계획서
2024,철산주공89,교육환경
2024,Icon Yeoksam ESG,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2024,서울 강서구 마곡동 마곡도시,소음예측
2024,서울 강서구 마곡동 마곡도시,CFD
2024,의왕 내손 다 역,소음예측
2024,동소문제2 역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,대연동 근린생활 설 -,에너지절약계획서
2024,대석리37-5 단독,BIM/BEMS
2024,북천안 IDC,에너지절약계획서
2024,북천안 IDC,에너지 사용계획
2024,소공 123지 리(중축),에너지절약계획서
2024,소공 123지 리(중축),녹색건축 인증
2024,소공 123지 리(중축),건축물 에너지효율등급
2024,소공 123지 리(중축),건축물 등의 범죄예방기준
2024,소공 123지 리(중축),"저영향개발 사전협의, 우수저감대책 (환경실사)"
2024,소공 123지 리(중축),초고속 정보통신인증
2024,전라남도 여수 봉계동 공동,소음예측
2024,전라남도 여수 봉계동 공동,에너지절약계획서
2024,전라남도 여수 봉계동 공동,녹색건축 인증
2024,전라남도 여수 봉계동 공동,건축물 에너지효율등급
2024,전라남도 여수 봉계동 공동,교육환경
2024,전라남도 여수 봉계동 공동,"일조, 조망"
2024,전라남도 여수 봉계동 공동,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,전라남도 여수 봉계동 공동,결로
2024,전라남도 여수 봉계동 공동,건축물 등의 범죄예방기준
2024,AS MBL화성 뉴 캠퍼스 P2-,에너지절약계획서
2024,서울 애니메이션,Barrier Free
2024,디큐브 티 현대백화점 리,에너지절약계획서
2024,포승2 일반산업,녹색건축 인증
2024,포승2 일반산업,건축물 에너지효율등급
2024,가양동5 역_어린이공원 지하주차장,Barrier Free
2024,코리안리 재보험사옥,"LEED, BREEAM, GSAS"
2023,㈜넥스트스퀘어 사옥 Z,BIM/BEMS
2024,Gic Seo u,"LEED, BREEAM, GSAS"
2024,세절역세권 도 정비형재,교육환경
2024,The Asset,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2024,여의도대교,소음예측
2024,여의도대교,소음실측
2024,여의도대교,에너지절약계획서
2024,여의도대교,녹색건축 인증
2024,여의도대교,건축물 에너지효율등급
2024,여의도대교,ZEB
2024,여의도대교,교육환경
2024,여의도대교,"일조, 조망"
2024,여의도대교,결로
2024,여의도대교,건축물 등의 범죄예방기준
2024,여의도대교,Barrier Free
2024,여의도대교,수질오염 총량제
2024,여의도대교,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2024,여의도대교,지능형건축물 예비인증
2024,여의도대교,지능형건축물 본인증
2024,온천4 역,결로
2024,온천4 역,장수명 주택인증
2024,인천작전동APT,소음실측
2024,인천작전동APT,에너지절약계획서
2024,인천작전동APT,녹색건축 인증
2024,인천작전동APT,건축물 에너지효율등급
2024,울산다운2지 B1-블럭 공동,교육환경
2024,H1-ZEB,건축물에너지소비총량제 (ECO2_OD)
2024,서울 아레나 복합문화 설 중건축 각종,녹색건축 인증
2024,서울 아레나 복합문화 설 중건축 각종,건축물 에너지효율등급
2024,서울 아레나 복합문화 설 중건축 각종,ZEB
2024,서울 아레나 복합문화 설 중건축 각종,Barrier Free
2024,청담동53-8 주상복합,"일조, 조망"
2024,트윈 티남산_LEED,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2024,화성봉담3 공공,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,부산 멀티컴플렉스 스포츠,에너지절약계획서
2024,부산 멀티컴플렉스 스포츠,녹색건축 인증
2024,부산 멀티컴플렉스 스포츠,건축물 에너지효율등급
2024,부산 멀티컴플렉스 스포츠,ZEB
2024,부산 멀티컴플렉스 스포츠,Barrier Free
2024,대치동 복합빌딩,에너지절약계획서
2024,샤넬 청담 아뜰리에 - L,"LEED, BREEAM, GSAS"
2024,부산 망미동,연돌 시뮬레이션
2024,삼성생명보험 서소문빌딩 재,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,The Asse t,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2024,부민동 복합,건축물 에너지효율등급
2024,부민동 복합,ZEB
2024,부민동 복합,Barrier Free
2024,홍은동제5,"경관, 토탈디자인 좋은빛 심의, 태양광"
2024,송도 신규,"LEED, BREEAM, GSAS"
2024,더 현대 광주,에너지 사용계획
2024,2023가합 107997,"일조, 조망"
2024,남양주 용정리 794-50 오피스텔 -,에너지절약계획서
2024,윤산마을 지역,에너지절약계획서
2024,AIS제주국제학교,에너지절약계획서
2024,AIS제주국제학교,녹색건축 인증
2024,AIS제주국제학교,건축물 에너지효율등급
2024,AIS제주국제학교,건축물 등의 범죄예방기준
2024,강서 공항동 공동,에너지절약계획서
2024,충청북도 증평 증평리 661번지 석미모닝파크,에너지절약계획서
2024,그린리 의사결정 도 기반 개선,연구용역
2024,거점역사(대형역사) 개선 최적화를 위한 ...,연구용역
2024,구의공원 복합,에너지절약계획서
2024,구의공원 복합,Barrier Free
2024,송도영남,"일조, 조망"
2024,이천 장암물류,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2024,부산진 전포동 558-1,연돌 시뮬레이션
