연도,계약명,수행용역
2020,녹촌유치원,녹색건축 인증
2020,녹촌유치원,건축물 에너지효율등급
2020,녹촌유치원,Barrier Free
2020,청주 청사,에너지절약계획서
2020,청주 청사,녹색건축 인증
2020,청주 청사,건축물 에너지효율등급
2020,청주 청사,ZEB
2020,청주 청사,Barrier Free
2020,청주 청사,지능형건축물 예비인증
2020,원동나래 역,소음예측
2020,원동나래 역,소음실측
2020,원동나래 역,에너지절약계획서
2020,원동나래 역,녹색건축 인증
2020,원동나래 역,건축물 에너지효율등급
2020,원동나래 역,교육환경
2020,원동나래 역,"일조, 조망"
2020,원동나래 역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,원동나래 역,"청정건강기준, 공동주택 성능등급"
2020,원동나래 역,결로
2020,원동나래 역,장수명 주택인증
2020,원동나래 역,범죄예방환경설계 (CPTED) 시설인증
2020,원동나래 역,수질오염 총량제
2020,원동나래 역,사전재해 영향성검토
2020,수원농수산물 도매 장 현대화,Barrier Free
2020,복대 국민체육,에너지절약계획서
2020,복대 국민체육,녹색건축 인증
2020,복대 국민체육,건축물 에너지효율등급
2020,복대 국민체육,ZEB
2020,복대 국민체육,Barrier Free
2020,대전 선화동 국공립어린이집,Barrier Free
2020,의정부 복합문화리듬 티,소음예측
2020,의정부 복합문화리듬 티,에너지절약계획서
2020,의정부 복합문화리듬 티,녹색건축 인증
2020,의정부 복합문화리듬 티,건축물 에너지효율등급
2020,의정부 복합문화리듬 티,ZEB
2020,의정부 복합문화리듬 티,교육환경
2020,의정부 복합문화리듬 티,"일조, 조망"
2020,의정부 복합문화리듬 티,"청정건강기준, 공동주택 성능등급"
2020,의정부 복합문화리듬 티,결로
2020,의정부 복합문화리듬 티,건축물 등의 범죄예방기준
2020,서금사 재정비촉진5 역 조합 경관심의,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,2019가합111807,"일조, 조망"
2020,화성어천 A-3BL공동,소음예측
2020,화성어천 A-3BL공동,에너지절약계획서
2020,화성어천 A-3BL공동,녹색건축 인증
2020,화성어천 A-3BL공동,건축물 에너지효율등급
2020,화성어천 A-3BL공동,"청정건강기준, 공동주택 성능등급"
2020,화성어천 A-3BL공동,결로
2020,화성어천 A-3BL공동,건축물 등의 범죄예방기준
2020,우진아파트신축공사,소음예측
2020,우진아파트신축공사,녹색건축 인증
2020,우진아파트신축공사,건축물 에너지효율등급
2020,우진아파트신축공사,건축물 등의 범죄예방기준
2020,우진아파트신축공사,수질오염 총량제
2020,성산주택,소음예측
2020,성산주택,녹색건축 인증
2020,성산주택,건축물 에너지효율등급
2020,성산주택,건축물 등의 범죄예방기준
2020,성산주택,수질오염 총량제
2020,서울 관악 신림동 강남,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,스마트건설지원,ZEB
2020,홈플러스 안성ADC국내 타당성,녹색건축 인증
2020,서울 서대문 충정로3가 도시형생활,"일조, 조망"
2020,현대자동차 원효로 미래,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,노후 건축물 스마트,연구용역
2020,주택제도 통합(안),연구용역
2020,그린 뉴딜(노후건축물),연구용역
2020,환기설비 흡입 보일러 배기통의 적정 이격...,CFD
2020,도 재생지역 도시회복력,연구용역
2020,창원사화공원 민간개발특례 공동,녹색건축 인증
2020,창원사화공원 민간개발특례 공동,건축물 에너지효율등급
2020,창원사화공원 민간개발특례 공동,교육환경
2020,창원사화공원 민간개발특례 공동,소음예측
2020,창원사화공원 민간개발특례 공동,소음실측
2020,창원사화공원 민간개발특례 공동,에너지절약계획서
2020,창원사화공원 민간개발특례 공동,"청정건강기준, 공동주택 성능등급"
2020,창원사화공원 민간개발특례 공동,결로
2020,창원사화공원 민간개발특례 공동,건축물 등의 범죄예방기준
2020,의왕스마트 티 지식산업,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,혁신원자력연,에너지절약계획서
2020,혁신원자력연,기술제안
2020,인천 남동 남촌동 618 지식산업,에너지절약계획서
2020,인천 남동 남촌동 618 지식산업,건축물 에너지효율등급
2020,인천 남동 남촌동 618 지식산업,건축물 등의 범죄예방기준
2020,인천 남동 남촌동 618 지식산업,녹색건축 인증
2020,종로 통합청사,에너지절약계획서
2020,종로 통합청사,녹색건축 인증
2020,종로 통합청사,건축물 에너지효율등급
2020,종로 통합청사,ZEB
2020,종로 통합청사,건축물 등의 범죄예방기준
2020,종로 통합청사,Barrier Free
2020,종로 통합청사,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,종로 통합청사,지능형건축물 예비인증
2021,홍성 홍성읍 소향리 공동,에너지절약계획서
2021,홍성 홍성읍 소향리 공동,건축물 에너지효율등급
2021,홍성 홍성읍 소향리 공동,ZEB
2021,홍성 홍성읍 소향리 공동,Barrier Free
2020,방주교회 선교문화,녹색건축 인증
2020,방주교회 선교문화,건축물 에너지효율등급
2020,서울 강남 논현동 펜트힐2차 캐스케이드,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,강남백암빌딩부지,에너지절약계획서
2020,강남백암빌딩부지,녹색건축 인증
2020,강남백암빌딩부지,건축물 에너지효율등급
2020,강남백암빌딩부지,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,삼청동 142외,에너지절약계획서
2020,삼청동 142외,건축물 등의 범죄예방기준
2020,삼청동 142외,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,2018가합 41719 손해배상(기) 사...,"일조, 조망"
2020,신사동 542-5,에너지절약계획서
2020,오동근린공원 내 책쉼터 BF,Barrier Free
2020,인천광역 중구 항동,에너지절약계획서
2020,인천광역 중구 항동,건축물 에너지효율등급
2020,인천광역 중구 항동,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,인천광역 중구 항동,건축물 등의 범죄예방기준
2020,용인 백암 물류,녹색건축 인증
2020,삼성생명보험㈜ 서소문빌딩 재,에너지절약계획서
2020,삼성생명보험㈜ 서소문빌딩 재,녹색건축 인증
2020,삼성생명보험㈜ 서소문빌딩 재,건축물 에너지효율등급
2020,삼성생명보험㈜ 서소문빌딩 재,건축물에너지소비총량제 (ECO2_OD)
2020,삼성생명보험㈜ 서소문빌딩 재,교육환경
2020,삼성생명보험㈜ 서소문빌딩 재,"경관, 토탈디자인 좋은빛 심의, 태양광"
2020,삼성생명보험㈜ 서소문빌딩 재,"빛공해, 현휘, 조도 시뮬레이션"
2020,삼성생명보험㈜ 서소문빌딩 재,건축물 등의 범죄예방기준
2020,삼성생명보험㈜ 서소문빌딩 재,범죄예방환경설계 (CPTED) 시설인증
2020,삼성생명보험㈜ 서소문빌딩 재,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,삼성생명보험㈜ 서소문빌딩 재,에너지 사용계획
2020,삼성생명보험㈜ 서소문빌딩 재,"LEED, BREEAM, GSAS"
2020,삼성생명보험㈜ 서소문빌딩 재,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,통도파인이스트CC 골프연습장 증축,에너지절약계획서
2020,맨하탄공영 메트로,에너지절약계획서
2020,맨하탄공영 메트로,녹색건축 인증
2020,맨하탄공영 메트로,건축물 에너지효율등급
2020,맨하탄공영 메트로,건축물 등의 범죄예방기준
2020,맨하탄공영 메트로,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,기계설비산업 정보화전략,연구용역
2020,기장 장애인회관,Barrier Free
2020,방화3재정비촉진 역,소음예측
2020,방화3재정비촉진 역,소음실측
2020,방화3재정비촉진 역,에너지절약계획서
2020,방화3재정비촉진 역,녹색건축 인증
2020,방화3재정비촉진 역,건축물 에너지효율등급
2020,방화3재정비촉진 역,건축물에너지소비총량제 (ECO2_OD)
2020,방화3재정비촉진 역,교육환경
2020,방화3재정비촉진 역,"일조, 조망"
2020,방화3재정비촉진 역,"청정건강기준, 공동주택 성능등급"
2020,방화3재정비촉진 역,결로
2020,방화3재정비촉진 역,장수명 주택인증
2020,방화3재정비촉진 역,건축물 등의 범죄예방기준
2020,방화3재정비촉진 역,범죄예방환경설계 (CPTED) 시설인증
2020,방화3재정비촉진 역,Barrier Free
2020,방화3재정비촉진 역,수질오염 총량제
2020,방화3재정비촉진 역,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2020,에너지사용,BIM/BEMS
2020,화순전남대학교병원 개방형의료혁신,에너지절약계획서
2020,화순전남대학교병원 개방형의료혁신,녹색건축 인증
2020,화순전남대학교병원 개방형의료혁신,건축물 에너지효율등급
2020,화순전남대학교병원 개방형의료혁신,ZEB
2020,서북권 장애인 국민체육,에너지절약계획서
2020,서북권 장애인 국민체육,녹색건축 인증
2020,서북권 장애인 국민체육,건축물 에너지효율등급
2020,서북권 장애인 국민체육,ZEB
2020,서북권 장애인 국민체육,Barrier Free
2020,양산 개운중,에너지절약계획서
2020,양산 개운중,건축물 에너지효율등급
2020,양산 개운중,ZEB
2020,포스코 SPS 천안 금형,에너지절약계획서
2020,포스코 SPS 포항 신공장,에너지절약계획서
2020,EA N,EAN BC EAN HALL
2020,와이즈빈 비상주(에스앤비솔루션),EAN BC EAN HALL
2020,와이즈빈 207호(IDA입시,EAN BC EAN HALL
2020,와이즈빈 303호,EAN BC EAN HALL
2020,와이즈빈 206호,EAN BC EAN HALL
2020,와이즈빈 314호( W,EAN BC EAN HALL
2020,와이즈빈 204호,EAN BC EAN HALL
2020,와이즈빈 312호,EAN BC EAN HALL
2020,와이즈빈 311호 + 315호,EAN BC EAN HALL
2020,와이즈빈 202호,EAN BC EAN HALL
2020,와이즈빈 306호,EAN BC EAN HALL
2020,와이즈빈,EAN BC EAN HALL
2020,와이즈빈 304호,EAN BC EAN HALL
2020,HOT-DESK,EAN BC EAN HALL
2019,Fenwic k,"LEED, BREEAM, GSAS"
2020,Equestrian center 외,"LEED, BREEAM, GSAS"
2020,W a,"LEED, BREEAM, GSAS"
2020,LEED Reiverwer 외,"LEED, BREEAM, GSAS"
2020,Umas s,"LEED, BREEAM, GSAS"
2020,Deqing Venue of,"LEED, BREEAM, GSAS"
2020,1270 4 t,"LEED, BREEAM, GSAS"
2020,Granat 외 9건,"LEED, BREEAM, GSAS"
2020,WESCOM ANAHEIM 외,"LEED, BREEAM, GSAS"
2020,139 E,"LEED, BREEAM, GSAS"
2020,8777 W,"LEED, BREEAM, GSAS"
2020,Training Support Center,"LEED, BREEAM, GSAS"
2020,MEIJER - AVON,"LEED, BREEAM, GSAS"
2020,선정릉 앞 E,EAN BC EAN HALL
2019,부산 증권박물관 T A,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,리노공업,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,육 파주/연천/동두천 병영,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,의왕산업,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,서초동 오피스텔,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,김포 김정동 신한헤센 1,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,창원석전 F,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,경북대학교병원 임상실습동,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,가산동 G,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,대 범어 더리브,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,마산 ISC 복합,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,당진 대덕 중흥S클래스현장 T A,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,동북권 세대융합형 복합 설,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,드림마크원 인프라 설비,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,파주 LED 일체형 FFU 성능 험 중 T A,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2016,수원 컨벤션,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,동부주안센트리빌 누기테스트,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,송산 모아미래도 공동,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,광주쌍동 1지 공동,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,화성 동탄2 A63-,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,일광공공하수처리 설,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,평택 경동나비엔 서탄공장,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2017,수원 농수산물도매 장,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,콘코디언빌딩 외기도입량 t a,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,부산 하단동 지원스테이,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,㈜동일스위트 김포한강신도 동일스위트 더파크 1,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,㈜동일 김포한강신도 동일시위트 더파크 2,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,코레이트,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2020,㈜유니테스트 평택,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,중화1재정비촉진 역,건축물 등의 범죄예방기준
2021,광주 실내수영장 물놀이 설,ZEB
2020,서울 충정수도,에너지절약계획서
2020,서울 충정수도,녹색건축 인증
2020,서울 충정수도,건축물 에너지효율등급
2020,서울 충정수도,수질오염 총량제
2020,서울 충정수도,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2021,방학역 모비우스 스퀘어,녹색건축 인증
