연도,계약명,발주처,수행용역
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜에스아이그룹건축사사무소,교육환경
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜에스아이그룹건축사사무소,"청정건강기준, 공동주택 성능등급"
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜에스아이그룹건축사사무소,결로
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜에스아이그룹건축사사무소,장수명 주택인증
2018,인천검단지구 AA-9블럭 공동주택 - 친환경계획 컨설팅 및 인증 용역 (사업승인변경),㈜에스아이그룹건축사사무소,범죄예방환경설계 (CPTED) 시설인증
2018,양구 백자박물관 도자역사문화실 중측공사 에너지절약계획서 작성 컨설팅 용역,㈜건축사사무소에스에이에이아이,에너지절약계획서
2019,과학기술인 복지콤플렉스 건립공사(TK) 실시설계 용역,디에스이엔지건설㈜,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2019,부산 남천2구역(비치아파트) 재건축정비사업 설계용역 (연돌컨설팅 분야),㈜일신설계종합건축사사무소,연돌 시뮬레이션
2019,마곡 일진 융복합R&D센터 신축공사 설계용역 (경관계획),㈜디에이그룹엔지니어링종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,마곡 일진 융복합R&D센터 신축공사 설계용역 (친환경),㈜디에이그룹엔지니어링종합건축사사무소,에너지절약계획서
2019,마곡 일진 융복합R&D센터 신축공사 설계용역 (친환경),㈜디에이그룹엔지니어링종합건축사사무소,녹색건축 예비인증
2019,마곡 일진 융복합R&D센터 신축공사 설계용역 (친환경),㈜디에이그룹엔지니어링종합건축사사무소,건축물 에너지효율등급 예비인증
2019,마곡 일진 융복합R&D센터 신축공사 설계용역 (친환경),㈜디에이그룹엔지니어링종합건축사사무소,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2019,농어촌공사 이전적지 공동주택 신축공사 친환경계획 및 인증용역,㈜희림종합건축사사무소,소음예측
2019,농어촌공사 이전적지 공동주택 신축공사 친환경계획 및 인증용역,㈜희림종합건축사사무소,소음실측
2019,농어촌공사 이전적지 공동주택 신축공사 친환경계획 및 인증용역,㈜희림종합건축사사무소,에너지절약계획서
2019,농어촌공사 이전적지 공동주택 신축공사 친환경계획 및 인증용역,㈜희림종합건축사사무소,녹색건축 예비인증
2019,농어촌공사 이전적지 공동주택 신축공사 친환경계획 및 인증용역,㈜희림종합건축사사무소,녹색건축 본인증
2019,농어촌공사 이전적지 공동주택 신축공사 친환경계획 및 인증용역,㈜희림종합건축사사무소,"청정건강기준, 공동주택 성능등급"
2019,농어촌공사 이전적지 공동주택 신축공사 친환경계획 및 인증용역,㈜희림종합건축사사무소,수질오염 총량제
2019,구리시청사 증축 건립공사 중 기계설비공사 (TAB공사),파크건설,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2019,당산동 생각공장 개발사업,에스케이디앤디㈜,
2019,강원 강릉 포남동 1153 주상복합 - 일조분석용역,㈜티에이종합건축사사무소,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - LCA,㈜해안종합건축사사무소,녹색건축 인증평가 (LCA)
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - LCA,㈜단우에이앤에이건축사사무소,녹색건축 인증평가 (LCA)
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 일조시뮬레이션,㈜해안종합건축사사무소,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 일조시뮬레이션,㈜단우에이앤에이건축사사무소,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 소음예측평가,㈜해안종합건축사사무소,소음예측
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 소음예측평가,㈜단우에이앤에이건축사사무소,소음예측
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 녹색건축예비인증,㈜해안종합건축사사무소,녹색건축 예비인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 녹색건축예비인증,㈜단우에이앤에이건축사사무소,녹색건축 예비인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 건강친화형주택,㈜해안종합건축사사무소,"청정건강기준, 공동주택 성능등급"
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 건강친화형주택,㈜단우에이앤에이건축사사무소,"청정건강기준, 공동주택 성능등급"
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 장수명주택인증,㈜해안종합건축사사무소,장수명 주택인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 장수명주택인증,㈜단우에이앤에이건축사사무소,장수명 주택인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 친환경주택성능평가,㈜해안종합건축사사무소,
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 친환경주택성능평가,㈜단우에이앤에이건축사사무소,
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 범죄예방건축기준,㈜해안종합건축사사무소,범죄예방환경설계 (CPTED) 디자인인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 범죄예방건축기준,㈜단우에이앤에이건축사사무소,범죄예방환경설계 (CPTED) 디자인인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - CPTED,㈜해안종합건축사사무소,범죄예방환경설계 (CPTED) 디자인인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - CPTED,㈜단우에이앤에이건축사사무소,범죄예방환경설계 (CPTED) 디자인인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - IBS 예비인증,㈜해안종합건축사사무소,지능형건축물 예비인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - IBS 예비인증,㈜단우에이앤에이건축사사무소,지능형건축물 예비인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 결로방지성능평가,㈜해안종합건축사사무소,결로
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 결로방지성능평가,㈜단우에이앤에이건축사사무소,결로
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - BF예비인증,㈜해안종합건축사사무소,장애물없는 생활환경(Barrier Free) 예비인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - BF예비인증,㈜단우에이앤에이건축사사무소,장애물없는 생활환경(Barrier Free) 예비인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - LID,㈜해안종합건축사사무소,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - LID,㈜단우에이앤에이건축사사무소,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 수질오염총량제,㈜해안종합건축사사무소,수질오염 총량제
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 수질오염총량제,㈜단우에이앤에이건축사사무소,수질오염 총량제
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 에너지소비총량제,㈜해안종합건축사사무소,서울시에너지소비총량제 (BESS)
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 에너지소비총량제,㈜단우에이앤에이건축사사무소,서울시에너지소비총량제 (BESS)
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 에너지절약계획서,㈜해안종합건축사사무소,에너지절약계획서
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 에너지절약계획서,㈜단우에이앤에이건축사사무소,에너지절약계획서
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 에너지사용계획,㈜해안종합건축사사무소,에너지 사용계획
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 에너지사용계획,㈜단우에이앤에이건축사사무소,에너지 사용계획
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 에너지효율등급 예비인증,㈜해안종합건축사사무소,건축물 에너지효율등급 예비인증
2019,자양1재정비촉진구역 개발사업 2단계 설계 용역 - 에너지효율등급 예비인증,㈜단우에이앤에이건축사사무소,건축물 에너지효율등급 예비인증
2019,쉐라톤서울팔래스호텔 신관 신축공사 경관심의 컨설팅 용역,㈜에스케이엠건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,서울나우병원 신축공사 친환경 관련 컨설팅 용역,서울나우병원,에너지절약계획서
2019,서울나우병원 신축공사 친환경 관련 컨설팅 용역,서울나우병원,녹색건축 예비인증
2019,서울나우병원 신축공사 친환경 관련 컨설팅 용역,서울나우병원,건축물 에너지효율등급 예비인증
2019,광한 소규모재건축사업 - CG 수정 용역,미루 건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2019,일산2차 아이파크(일산3구역 A2 도시개발사업) 설계변경 - 에너지절약계획서,㈜에이치디씨민간임대주택제1호위탁관리부동산투자회사,에너지절약계획서
2019,삼성전자㈜ 화성 E-PJT 신축공사 친환경(에너지사용계획서) ,㈜삼우종합건축사사무소,녹색건축 예비인증
2019,삼성전자㈜ 화성 E-PJT 신축공사 친환경(에너지사용계획서) ,㈜삼우종합건축사사무소,"LEED, BREEAM, GSAS"
2019,삼성전자㈜ 평택 P2 LINE 골조 공사 친환경(인증) 외주의 건,㈜삼우종합건축사사무소,녹색건축 예비인증
2019,삼성전자㈜ 평택 P2 LINE 골조 공사 친환경(인증) 외주의 건,㈜삼우종합건축사사무소,"LEED, BREEAM, GSAS"
2019,정관 근린생활시설 신축공사,㈜거현이엔지건축사사무소,에너지절약계획서
2019,아산탕정지구 택지개발사업 지원5-5 오피스텔 1차 - 친환경계획 컨설팅 용역,㈜제이케이파트너스그룹,에너지절약계획서
2019,아산탕정지구 택지개발사업 지원5-5 오피스텔 1차 - 친환경계획 컨설팅 용역,㈜제이케이파트너스그룹,범죄예방환경설계 (CPTED) 디자인인증
2019,장안 111-4구역 주택재개발정비사업 사업시행인가 변경에 따른 친환경 관련 컨설팅 용역,장안 111-4구역 주택재개발정비사업조합,에너지절약계획서
2019,장안 111-4구역 주택재개발정비사업 사업시행인가 변경에 따른 친환경 관련 컨설팅 용역,장안 111-4구역 주택재개발정비사업조합,결로
2019,창현초등학교 녹촌캠퍼스 - 친환경분야 인증관련 컨설팅 용역 ,대한토지신탁㈜ (라온),녹색건축 본인증
2019,창현초등학교 녹촌캠퍼스 - 친환경분야 인증관련 컨설팅 용역 ,대한토지신탁㈜ (라온),건축물 에너지효율등급 본인증
2019,창현초등학교 녹촌캠퍼스 - 친환경분야 인증관련 컨설팅 용역 ,대한토지신탁㈜ (라온),장애물없는 생활환경(Barrier Free) 본인증
