연도,계약명,발주처,수행용역
2021,서울 영등포구 키움파이낸스스퀘어 재건축사업_친환경 관련 컨설팅 용역,에이에이아키그룹건축사사무소㈜,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,서울 영등포구 키움파이낸스스퀘어 재건축사업_친환경 관련 컨설팅 용역,에이에이아키그룹건축사사무소㈜,건축물 등의 범죄예방기준
2021,서울 영등포구 키움파이낸스스퀘어 재건축사업_친환경 관련 컨설팅 용역,에이에이아키그룹건축사사무소㈜,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2021,서울 영등포구 키움파이낸스스퀘어 재건축사업_친환경 관련 컨설팅 용역,에이에이아키그룹건축사사무소㈜,지능형건축물 예비인증
2021,서울 영등포구 키움파이낸스스퀘어 재건축사업_친환경 관련 컨설팅 용역,에이에이아키그룹건축사사무소㈜,녹색건축 인증평가 (LCA)
2021,종로경찰서 청사 신축공사 친환경 관련 예비인증 컨설팅 용역,㈜디엔비건축사사무소,녹색건축 예비인증
2021,종로경찰서 청사 신축공사 친환경 관련 예비인증 컨설팅 용역,㈜디엔비건축사사무소,건축물 에너지효율등급 예비인증
2021,종로경찰서 청사 신축공사 친환경 관련 예비인증 컨설팅 용역,㈜디엔비건축사사무소,ZEB 본인증
2021,종로경찰서 청사 신축공사 친환경 관련 예비인증 컨설팅 용역,㈜디엔비건축사사무소,장애물없는 생활환경(Barrier Free) 본인증
2021,종로경찰서 청사 신축공사 경관계획,㈜디엔비건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,서울 서초동 오피스텔 신축공사_친환경 관련 컨설팅 용역,㈜에이프러스씨엠건축사사무소,에너지절약계획서
2021,서울 서초동 오피스텔 신축공사_친환경 관련 컨설팅 용역,㈜에이프러스씨엠건축사사무소,건축물 등의 범죄예방기준
2021,서울 서초동 오피스텔 신축공사_친환경 관련 컨설팅 용역,㈜에이프러스씨엠건축사사무소,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2021,선화B재정비촉진구역 주택재개발정비사업_사업시행인가 변경에 따른 친환경 관련 컨설팅 용역,선화B구역주택재개발정비사업조합,에너지절약계획서
2021,선화B재정비촉진구역 주택재개발정비사업_사업시행인가 변경에 따른 친환경 관련 컨설팅 용역,선화B구역주택재개발정비사업조합,건축물 등의 범죄예방기준
2021,울산 울주군 신화리 주상복합 신축공사 친환경 컨설팅 용역,㈜기안건축사사무소,소음예측
2021,울산 울주군 신화리 주상복합 신축공사 친환경 컨설팅 용역,㈜기안건축사사무소,에너지절약계획서
2021,울산 울주군 신화리 주상복합 신축공사 친환경 컨설팅 용역,㈜기안건축사사무소,녹색건축 예비인증
2021,울산 울주군 신화리 주상복합 신축공사 친환경 컨설팅 용역,㈜기안건축사사무소,건축물 에너지효율등급 예비인증
2021,울산 울주군 신화리 주상복합 신축공사 친환경 컨설팅 용역,㈜기안건축사사무소,건축물 등의 범죄예방기준
2021,SH가리봉동 협력업체 제안설계비,㈜우재건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2021,SH가리봉동 협력업체 제안설계비,㈜선진엔지니어링종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2021,"인천 검단 AA35-1,2블럭",㈜다인그룹엔지니어링건축사사무소,소음예측
2021,"인천 검단 AA35-1,2블럭",㈜피에이씨건축사사무소,소음예측
2021,대전 오토스퀘어 신축공사 설계용역,에이앤유디자인그룹건축사사무소㈜,에너지절약계획서
2021,충청북도 도의회청사 및 도청 제2청사 건립공사 기본 및 실시설계 용역,㈜해안종합건축사사무소,장애물없는 생활환경(Barrier Free) 예비인증
2021,검단신도시 AB68BL 공동주택 신축공사 TAB공사,㈜대승이엔지,
2021,전남 순천시 신청사 건립사업 설계공모 친환경 관련 컨설팅 용역,㈜프라우드건축사사무소,에너지절약계획서
2021,전남 순천시 신청사 건립사업 설계공모 친환경 관련 컨설팅 용역,㈜프라우드건축사사무소,녹색건축 예비인증
2021,전남 순천시 신청사 건립사업 설계공모 친환경 관련 컨설팅 용역,㈜프라우드건축사사무소,건축물 에너지효율등급 예비인증
2021,전남 순천시 신청사 건립사업 설계공모 친환경 관련 컨설팅 용역,㈜프라우드건축사사무소,ZEB 예비인증
2021,전남 순천시 신청사 건립사업 설계공모 친환경 관련 컨설팅 용역,㈜프라우드건축사사무소,장애물없는 생활환경(Barrier Free) 예비인증
2021,안산시 시화 MTV C1-1BL 생활숙박 복합시설 신축공사 건축물전과정수행평가(LCA) 컨설팅 용역,㈜디자인그룹환건축사사무소,녹색건축 인증평가 (LCA)
2021,서초동 근린상가 및 오피스텔 신축공사 설계자료평가 및 친환경인증 취득 용역,이림디앤디 유한회사,녹색건축 예비인증
2021,서초동 근린상가 및 오피스텔 신축공사 설계자료평가 및 친환경인증 취득 용역,이림디앤디 유한회사,녹색건축 본인증
2021,서초동 근린상가 및 오피스텔 신축공사 설계자료평가 및 친환경인증 취득 용역,이림디앤디 유한회사,건축물 에너지효율등급 본인증
2021,서초동 근린상가 및 오피스텔 신축공사 설계자료평가 및 친환경인증 취득 용역,이림디앤디 유한회사,ZEB 예비인증
2021,안동시 풍산읍 막곡리 공동주택 건축물에너지효율등급 인증 컨설팅 용역,㈜첼윤,건축물 에너지효율등급 예비인증
2021,광주 초월(대쌍령리) 지역주택조합아파트 경관인허가 용역,쌍용건설㈜,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,555 West 22nd Street,㈜한국그린빌딩인스티튜트,"LEED, BREEAM, GSAS"
2021,가산디씨에스엘원 데이터센터 신축공사 설계용역,㈜해안종합건축사사무소,에너지 사용계획
2021,판교제2테크노밸리 글로벌비즈센터 건립사업 중 전과정평가용역(예비인증),코오롱글로벌㈜,녹색건축 인증평가 (LCA)
2021,부산사회복지종합센터 건립공사 녹색건축 등 본인증 업무대행용역,부산광역시 건설본부,녹색건축 본인증
2021,부산사회복지종합센터 건립공사 녹색건축 등 본인증 업무대행용역,부산광역시 건설본부,건축물 에너지효율등급 본인증
2021,부산사회복지종합센터 건립공사 녹색건축 등 본인증 업무대행용역,부산광역시 건설본부,장애물없는 생활환경(Barrier Free) 본인증
2021,오송의생명연구관 건립공사 설계용역,㈜건축사사무소 오,에너지절약계획서
2021,오송의생명연구관 건립공사 설계용역,㈜건축사사무소 오,녹색건축 예비인증
2021,오송의생명연구관 건립공사 설계용역,㈜건축사사무소 오,건축물 에너지효율등급 예비인증
2021,오송의생명연구관 건립공사 설계용역,㈜건축사사무소 오,ZEB 예비인증
2021,오송의생명연구관 건립공사 설계용역,"㈜건축사사무소,오 ㈜청우종합건축사사무소",
2021,부산항(북항) 재개발사업지 내 사업 업무지구 D-3블럭 개발사업 설계용역 - 에너지절약계획서 작성 용역,㈜정림건축종합건축사사무소,에너지절약계획서
2021,인천지방 경찰청 증축공사 중 기계설비공사 TAB용역,㈜정림이엔지,
2021,송도4동 행정복지센터  복합청사 건립공사 중 기계설비공사 TAB용역,㈜정림이엔지,
2021,강원도 양양군 강현면 생활형숙박시설 신축공사 친환경컨설팅 용역,㈜기안건축사사무소,에너지절약계획서
2021,신한은행 기흥연수원 숙소 재건축공사 건축물전과정평가 용역,CJ대한통운㈜,녹색건축 인증평가 (LCA)
2021,단계주공아파트 주택재건축정비사업 사업시행인가 변경에 따른 [친환경 컨설팅] 추가용역,단계주공아파트 주택재건축정비사업조합,소음예측
2021,단계주공아파트 주택재건축정비사업 사업시행인가 변경에 따른 [친환경 컨설팅] 추가용역,단계주공아파트 주택재건축정비사업조합,녹색건축 예비인증
2021,단계주공아파트 주택재건축정비사업 사업시행인가 변경에 따른 [친환경 컨설팅] 추가용역,단계주공아파트 주택재건축정비사업조합,"청정건강기준, 공동주택 성능등급"
2021,단계주공아파트 주택재건축정비사업 사업시행인가 변경에 따른 [장수명주택건설기준 등 추가 친환경 컨설팅] 관련 추가용역,단계주공아파트 주택재건축정비사업조합,장수명 주택인증
2021,단계주공아파트 주택재건축정비사업 사업시행인가 변경에 따른 [장수명주택건설기준 등 추가 친환경 컨설팅] 관련 추가용역,단계주공아파트 주택재건축정비사업조합,건축물 등의 범죄예방기준
2021,"단계주공아파트 주택재건축정비사업 사업시행인가 변경에 따른 [EPI 에너지절약계획서, 교육환경보호에 관련 계획] 추가용역",단계주공아파트 주택재건축정비사업조합,에너지절약계획서
2021,"단계주공아파트 주택재건축정비사업 사업시행인가 변경에 따른 [EPI 에너지절약계획서, 교육환경보호에 관련 계획] 추가용역",단계주공아파트 주택재건축정비사업조합,교육환경
2021,부암동 52-6번지 일원 계획안 교육환경평가 컨설팅 용역,㈜미래종합건축사사무소,교육환경
2021,여수시 학동 74주상복합 신축공사(변경인가) 친환경 관련 컨설팅 용역,㈜지디에이건축사사무소,에너지절약계획서
2021,동래구 낙민동 00주상복합 신축공사(변경인가)- 친환경 관련 컨설팅 용역,㈜지디에이건축사사무소,에너지절약계획서
2021,대림지구 특별계획3구역 공공청사 친환경부문 컨설팅 용역,㈜서원건축사사무소,건축물 에너지효율등급 예비인증
2021,대림지구 특별계획3구역 공공청사 친환경부문 컨설팅 용역,㈜서원건축사사무소,ZEB 예비인증
2021,대림지구 특별계획3구역 공공청사 친환경부문 컨설팅 용역,㈜서원건축사사무소,장애물없는 생활환경(Barrier Free) 예비인증
2021,강원대 캠퍼스 혁신파크 HUB동 설계용역 - 에너지관리서비스,㈜건축사사무소유덕건축,BIM/BEMS
2021,수원시 영통구 원천동 399-1번지 지식산업센터 신축공사 ,㈜한원포럼건축사사무소,에너지절약계획서
2021,수원시 영통구 원천동 399-1번지 지식산업센터 신축공사 ,㈜한원포럼건축사사무소,녹색건축 예비인증
2021,수원시 영통구 원천동 399-1번지 지식산업센터 신축공사 ,㈜한원포럼건축사사무소,건축물 에너지효율등급 예비인증
2021,수원시 영통구 원천동 399-1번지 지식산업센터 신축공사 ,㈜한원포럼건축사사무소,녹색건축 인증평가 (LCA)
2021,여수시 학동 주거복합 신축공사 친환경 분야,㈜해안종합건축사사무소,에너지절약계획서
2021,여수시 학동 주거복합 신축공사 친환경 분야,㈜해안종합건축사사무소,녹색건축 예비인증
2021,여수시 학동 주거복합 신축공사 친환경 분야,㈜해안종합건축사사무소,건축물 에너지효율등급 예비인증
2021,여수시 학동 주거복합 신축공사 친환경 분야,㈜해안종합건축사사무소,교육환경
2021,여수시 학동 주거복합 신축공사 친환경 분야,㈜해안종합건축사사무소,건축물 등의 범죄예방기준
2021,아워홈 북리공장 4층 어묵공장 TAB용역,㈜한국이엔씨,
2021,양산 사송지구 B3블럭 공동주택 신축사업 플러쉬아웃 용역,㈜태영건설,
2021,양산 사송지구 B4블럭 공동주택 신축사업 플러쉬아웃 용역,㈜태영건설,
2021,양산 사송지구 C1블럭 공동주택 신축사업 플러쉬아웃 용역,㈜태영건설,
2021,인천 도화동 물류터미널 신축공사 LEED Silver 인증 컨설팅 용역,㈜아키플랜종합건축사사무소,"LEED, BREEAM, GSAS"
2021,인천 도화동 물류터미널 신축공사 에너지사용계획,㈜아키플랜종합건축사사무소,에너지 사용계획
2021,㈜셀트리온 신규 주차타워 설계 경관계획,㈜현대종합설계건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,김해 삼계동 00아파트 신축계획안 친환경부문 컨설팅 용역,㈜지디에이건축사사무소,에너지절약계획서
2021,김해 삼계동 00아파트 신축계획안 친환경부문 컨설팅 용역,㈜지디에이건축사사무소,건축물 등의 범죄예방기준
2021,김해 삼계동 00아파트 신축계획안 친환경부문 컨설팅 용역,㈜지디에이건축사사무소,수질오염 총량제
2021,부산PUS현장 누기테스트 용역,㈜우진아이엔에스,
2021,고성군 해양치유센터 건립사업 설계용역,㈜건축사사무소에스파스,에너지절약계획서
2021,고성군 해양치유센터 건립사업 설계용역,㈜건축사사무소에스파스,녹색건축 예비인증
2021,고성군 해양치유센터 건립사업 설계용역,㈜건축사사무소에스파스,건축물 에너지효율등급 예비인증
2021,고성군 해양치유센터 건립사업 설계용역,㈜건축사사무소에스파스,ZEB 예비인증
2021,고성군 해양치유센터 건립사업 설계용역,㈜건축사사무소에스파스,장애물없는 생활환경(Barrier Free) 예비인증
2021,서교동 복합시설(화평빌딩) 에너지절약계획서 작성 컨설팅 용역,㈜종합건축사사무소디자인캠프문박디엠피,에너지절약계획서
2021,스타벅스 스테이트 남산점 LEED인증 명판 구입대행,㈜큐브아이엔시,"LEED, BREEAM, GSAS"
2021,을지로3가 제9지구 도시정비형 재개발사업 ,㈜종합건축사사무소디자인캠프문박디엠피,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,하남포스코 ICT현장 정화조 덕트 누기시험 및 성능시험 TAB용역,㈜세종이엔지,
2021,미아 3-111 재건축현장 녹색건축 및 건축물에너지효율등급 본인증 용역계약,한신공영㈜,녹색건축 본인증
2021,미아 3-111 재건축현장 녹색건축 및 건축물에너지효율등급 본인증 용역계약,한신공영㈜,건축물 에너지효율등급 본인증
2021,EANBC 201호,(사)한국녹색건축기술협회,EAN BC EAN HALL
2022,제주 서귀포시 강정동 연립주택 신축공사 친환경 관련 컨설팅 용역,㈜신영메이드그룹,소음예측
2022,제주 서귀포시 강정동 연립주택 신축공사 친환경 관련 컨설팅 용역,㈜신영메이드그룹,에너지절약계획서
2022,제주 서귀포시 강정동 연립주택 신축공사 친환경 관련 컨설팅 용역,㈜신영메이드그룹,녹색건축 예비인증
2022,제주 서귀포시 강정동 연립주택 신축공사 친환경 관련 컨설팅 용역,㈜신영메이드그룹,건축물 에너지효율등급 예비인증
2022,제주 서귀포시 강정동 연립주택 신축공사 친환경 관련 컨설팅 용역,㈜신영메이드그룹,건축물 등의 범죄예방기준
2021,구미교육지원청 청사 신축 설계용역,㈜디엔비건축사사무소,녹색건축 예비인증
2021,구미교육지원청 청사 신축 설계용역,㈜디엔비건축사사무소,건축물 에너지효율등급 예비인증
2021,구미교육지원청 청사 신축 설계용역,㈜디엔비건축사사무소,ZEB 예비인증
2021,구미교육지원청 청사 신축 설계용역,㈜디엔비건축사사무소,장애물없는 생활환경(Barrier Free) 예비인증
2021,수원농수산물 도매시장 현대화사업공사 중 본인증관련 컨설팅,코오롱글로벌㈜,녹색건축 본인증
2021,수원농수산물 도매시장 현대화사업공사 중 본인증관련 컨설팅,코오롱글로벌㈜,건축물 에너지효율등급 본인증
2021,수원농수산물 도매시장 현대화사업공사 중 본인증관련 컨설팅,코오롱글로벌㈜,장애물없는 생활환경(Barrier Free) 본인증
2021,수원농수산물 도매시장 현대화사업공사 중 본인증관련 컨설팅,코오롱글로벌㈜,녹색건축 인증평가 (LCA)
2021,changwonlogistics park6-1block 외 2건,㈜한국그린빌딩인스티튜트,"LEED, BREEAM, GSAS"
2021,부개역 코오롱 하늘채 신축공사 TAB용역,에어앤피플㈜,
2021,창원시 의창구 동읍 신방리 근린시설 신축공사 친환경관련 컨설팅 용역,라인건축사사무소 ,에너지절약계획서
2021,진해구 용원동 00빌딩(설계변경) 에너지절약계획서 작성,라인건축사사무소 ,에너지절약계획서
2021,김해시 부원동 00주상복합 친환경 관련 컨설팅 용역,㈜지디에이건축사사무소,에너지절약계획서
2021,김해시 부원동 00주상복합 친환경 관련 컨설팅 용역,㈜지디에이건축사사무소,건축물 등의 범죄예방기준
2021,김해시 부원동 00주상복합 친환경 관련 컨설팅 용역,㈜지디에이건축사사무소,수질오염 총량제
2021,포항시 학산동 공동주택 신축공사 친환경부문 컨설팅 용역,구연건축사사무소,소음예측
2021,포항시 학산동 공동주택 신축공사 친환경부문 컨설팅 용역,구연건축사사무소,에너지절약계획서
2021,포항시 학산동 공동주택 신축공사 친환경부문 컨설팅 용역,구연건축사사무소,녹색건축 예비인증
2021,포항시 학산동 공동주택 신축공사 친환경부문 컨설팅 용역,구연건축사사무소,건축물 에너지효율등급 예비인증
2021,포항시 학산동 공동주택 신축공사 친환경부문 컨설팅 용역,구연건축사사무소,"청정건강기준, 공동주택 성능등급"
2021,포항시 학산동 공동주택 신축공사 친환경부문 컨설팅 용역,구연건축사사무소,결로
2021,포항시 학산동 공동주택 신축공사 친환경부문 컨설팅 용역,구연건축사사무소,장수명 주택인증
2021,포항시 학산동 공동주택 신축공사 친환경부문 컨설팅 용역,구연건축사사무소,건축물 등의 범죄예방기준
2021,부산광역시 금정구 구서동 주상복합 신축공사 친환경 관련 컨설팅 용역,㈜아키라인건축사사무소,에너지절약계획서
2021,안산 사동 1-3블럭 복합시설 설계용역 친환경분야,㈜해안종합건축사사무소,에너지절약계획서
2021,안산 사동 1-3블럭 복합시설 설계용역 경관분야,㈜해안종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,소음예측
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,소음실측
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,에너지절약계획서
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,녹색건축 예비인증
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,녹색건축 본인증
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,건축물 에너지효율등급 예비인증
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,건축물 에너지효율등급 본인증
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,"청정건강기준, 공동주택 성능등급"
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,결로
2021,오산세교2지구 A-16BL 한신더휴 신축공사 친환경 설계,㈜디에이그룹엔지니어링종합건축사사무소,건축물 등의 범죄예방기준
2021,오산세교2지구 A-16BL 한신더휴 신축공사 교육환경영향평가,㈜디에이그룹엔지니어링종합건축사사무소,교육환경
2021,광양 황금지구 92블럭 주거복합,㈜해안종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,남구청 별관 건립공사 친환경부문 컨설팅 용역,㈜지음건축사사무소,에너지절약계획서
2021,남구청 별관 건립공사 친환경부문 컨설팅 용역,㈜지음건축사사무소,건축물 에너지효율등급 예비인증
2021,남구청 별관 건립공사 친환경부문 컨설팅 용역,㈜지음건축사사무소,ZEB 예비인증
2021,남구청 별관 건립공사 친환경부문 컨설팅 용역,㈜지음건축사사무소,건축물 등의 범죄예방기준
2021,뚝섬유수지 복합문화체육센터 TAB용역,㈜엡스엔지니어링,
2021,부산 온천동 444-47번지 일원 복합시설 신축공사(에너지절약계획),㈜건축사사무소유에이디,에너지절약계획서
2021,부산문현혁신도시 복합개발사업 3단계 신축공사 빛반사 분석 용역,맥서브컨소시엄㈜,"빛공해, 현휘, 조도 시뮬레이션"
2021,부산시민공원주변 재정비촉진1구역 도시정비형재개발사업 빛반사 분석 용역,㈜종합건축사사무소동일건축,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2021,부산시민공원주변 재정비촉진1구역 도시정비형재개발사업 빛반사 분석 용역,㈜새누이엔지건축사사무소,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2021,부산시민공원주변 재정비촉진1구역 도시정비형재개발사업 빛반사 분석 용역,디아이건축사사무소㈜,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2021,포승2 일반산업단지 지식산업센터 신축공사 친환경 관련 컨설팅 용역,㈜건축사사무소 이안그룹,에너지절약계획서
2021,포승2 일반산업단지 지식산업센터 신축공사 친환경 관련 컨설팅 용역,㈜건축사사무소 이안그룹,녹색건축 예비인증
2021,포승2 일반산업단지 지식산업센터 신축공사 친환경 관련 컨설팅 용역,㈜건축사사무소 이안그룹,건축물 에너지효율등급 예비인증
2021,포승2 일반산업단지 지식산업센터 신축공사 친환경 관련 컨설팅 용역,㈜건축사사무소 이안그룹,에너지 사용계획
2021,포승2 일반산업단지 지식산업센터 신축공사 경관심의 용역,㈜건축사사무소 이안그룹,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,안양 호계동 데이터센터 신축공사 일조 및 조망 환경 분석 용역,㈜종합건축사사무소디자인캠프문박디엠피,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2021,세운3-3구역 도시정비형 재개발사업 친환경분야 컨설팅 용역,더센터시티제이차 주식회사,에너지절약계획서
2021,세운3-3구역 도시정비형 재개발사업 친환경분야 컨설팅 용역,더센터시티제이차 주식회사,녹색건축 예비인증
2021,세운3-3구역 도시정비형 재개발사업 친환경분야 컨설팅 용역,더센터시티제이차 주식회사,녹색건축 본인증
2021,세운3-3구역 도시정비형 재개발사업 친환경분야 컨설팅 용역,더센터시티제이차 주식회사,건축물 에너지효율등급 예비인증
2021,세운3-3구역 도시정비형 재개발사업 친환경분야 컨설팅 용역,더센터시티제이차 주식회사,건축물 에너지효율등급 본인증
2021,세운3-3구역 도시정비형 재개발사업 친환경분야 컨설팅 용역,더센터시티제이차 주식회사,건축물에너지소비총량제 (ECO2_OD)
2021,세운3-3구역 도시정비형 재개발사업 친환경분야 컨설팅 용역,더센터시티제이차 주식회사,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,세운3-3구역 도시정비형 재개발사업 친환경분야 컨설팅 용역,더센터시티제이차 주식회사,건축물 등의 범죄예방기준
2021,세운3-3구역 도시정비형 재개발사업 친환경분야 컨설팅 용역,더센터시티제이차 주식회사,범죄예방환경설계 (CPTED) 시설인증
2021,세운3-3구역 도시정비형 재개발사업 친환경분야 컨설팅 용역,더센터시티제이차 주식회사,녹색건축 인증평가 (LCA)
2021,"행정중심복합도시 2-4생활권 주상복합 건립공사(HO1,HO2) 소음영향평가 컨설팅 업무",㈜한신공영,소음실측
2021,"평택 기술2동 신축공사(EPC) TK, 건축설계용역 기본설계(LEED, 친환경)",㈜희림종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2021,"평택 기술2동 신축공사(EPC) TK, 건축설계용역 기본설계(LEED, 친환경)",㈜희림종합건축사사무소,"에너지 시뮬레이션, 기계설비 성능점검"
2021,서면4차 봄여름가을겨울 신축공사 친환경부문 컨설팅 용역,수삼건설㈜,녹색건축 예비인증
2021,서면4차 봄여름가을겨울 신축공사 친환경부문 컨설팅 용역,수삼건설㈜,녹색건축 본인증
2021,서면4차 봄여름가을겨울 신축공사 친환경부문 컨설팅 용역,수삼건설㈜,건축물 에너지효율등급 예비인증
2021,서면4차 봄여름가을겨울 신축공사 친환경부문 컨설팅 용역,수삼건설㈜,건축물 에너지효율등급 본인증
2021,서면4차 봄여름가을겨울 신축공사 친환경부문 컨설팅 용역,수삼건설㈜,교육환경
2021,서면4차 봄여름가을겨울 신축공사 친환경부문 컨설팅 용역,수삼건설㈜,"청정건강기준, 공동주택 성능등급"
2021,서면4차 봄여름가을겨울 신축공사 친환경부문 컨설팅 용역,수삼건설㈜,결로
2021,IKEA CDC 신축공사 에너지절약계획서/BREEAM 설계용역,㈜종합건축사사무소디자인캠프문박디엠피,에너지절약계획서
2021,IKEA CDC 신축공사 에너지절약계획서/BREEAM 설계용역,㈜종합건축사사무소디자인캠프문박디엠피,녹색건축 예비인증
2021,IKEA CDC 신축공사 에너지절약계획서/BREEAM 설계용역,㈜종합건축사사무소디자인캠프문박디엠피,"LEED, BREEAM, GSAS"
2021,이지스 세우빌딩13층 및 2층  LEEDv4 ID+C인증 컨설팅 용역,㈜이지스자산운용,"LEED, BREEAM, GSAS"
2021,이지스 세우빌딩13층 및 2층  LEEDv4 ID+C인증 컨설팅 용역,㈜이지스자산운용,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2021,시화MTV 키즈파크 개발사업 건축설계용역,㈜자우도시건축사사무소,에너지절약계획서
2021,시화MTV 키즈파크 개발사업 건축설계용역,㈜자우도시건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,시화MTV 키즈파크 개발사업 건축설계용역,㈜자우도시건축사사무소,건축물 등의 범죄예방기준
2021,검단신도시 AB68BL 공동주택 신축공사 TAB공사 (부대시설 추가용역),㈜대승이엔지,
2021,seattle opera at the center,㈜한국그린빌딩인스티튜트,"LEED, BREEAM, GSAS"
2021,EANBC 201호 (연구과제 보조비용),(사)한국녹색건축기술협회,EAN BC EAN HALL
2021,정관 근린생활시설 신축공사 (2차 변경인가),㈜거현이엔지건축사사무소,에너지절약계획서
2021,LCA측면의 지속가능한 주거 Model개발 (장수명주택 인증 설계 Guide 및 탄소배출량 평가),에스케이에코플랜트㈜,연구용역
2021,가락극동아파트 재건축정비사업 설계용역,㈜희림종합건축사사무소,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,광주1FC 커미셔닝 용역,쿠팡풀필먼트서비스(유),"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2021,갑천지구 3BL 분양아파트 건설공사 소음평가(가측정 및 준공) 업무,계룡건설산업㈜,소음실측
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,소음예측
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,소음실측
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,에너지절약계획서
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,녹색건축 예비인증
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,녹색건축 본인증
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,건축물 에너지효율등급 예비인증
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,건축물 에너지효율등급 본인증
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,교육환경
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,"경관, 토탈디자인 좋은빛 심의, 태양광"
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,"빛공해, 현휘, 조도 시뮬레이션"
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,건축물 등의 범죄예방기준
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,수질오염 총량제
2021,종암동 개운산마을 가로주택정비사업 친환경 관련 컨설팅 용역,종암동 개운산마을 가로주택정비사업조합,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2021,종암동 개운산마을 가로주택정비사업 거주성능 향상 및 브랜드 가치 향상을 위한 환경시뮬레이션 분석 용역,종암동 개운산마을 가로주택정비사업조합,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
